Country,Indicator,Gender,Education_Level,Wealth_Quintile,Residence,Data_Year,Percentage,Data_Source,Happiness_Rank,Country_Code,GDP_PerCapita,Region,Income_Group
Botswana,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,66.400002,Botswana Demographic Survey 2017,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,55.400002,Botswana Demographic Survey 2017,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,91.599998,Botswana Demographic Survey 2017,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,91.5,Botswana Demographic Survey 2017,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,8.08053,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,9.7893,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,9.26597,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,10.61073,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2017,18.14047,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Botswana,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2017,21.39566,UIS,142.0,BWA,6805.221274,Sub-Saharan Africa,Upper middle income
Central African Republic,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,23.63912,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,29.80345,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,5.1652322,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,7.5470662,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,10.15851,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,15.06687,MICS 2018-19,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,61.41152,UIS,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,42.85513,UIS,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2017,85.82162,UIS,,CAF,461.1374902,Sub-Saharan Africa,Low income
Central African Republic,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2017,76.06094,UIS,,CAF,461.1374902,Sub-Saharan Africa,Low income
Chile,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,96.917068,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,95.68824,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,88.080391,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,83.068703,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,96.90509,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,94.346909,CASEN 2017,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.87884,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,0.0596,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,4.39624,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,3.35296,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,4.89784,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
Chile,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,4.52346,UIS,44.0,CHL,16265.09598,Latin America & Caribbean,High income
China,Completion rate for children of primary school age,Female,Primary,Total,Total,2015,97.0,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
China,Completion rate for children of primary school age,Male,Primary,Total,Total,2015,97.099998,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
China,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2015,67.300003,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
China,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2015,63.0,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
China,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,93.400002,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
China,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,92.900002,National Population Sample Survey 2015,72.0,CHN,12556.33312,East Asia & Pacific,Upper middle income
Côte d'Ivoire,Completion rate for children of primary school age,Female,Primary,Total,Total,2016,53.099998,MICS 2016,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Completion rate for children of primary school age,Male,Primary,Total,Total,2016,59.700001,MICS 2016,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,14.6,MICS 2016-17,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,17.200001,MICS 2016-17,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2016,22.0,MICS 2016,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2016,36.0,MICS 2016,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,7.01395,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,0.28267,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2021,43.86586,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2021,40.20135,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2021,62.86243,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Côte d'Ivoire,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2021,53.46087,UIS,88.0,CIV,2549.041297,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,73.62265,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,74.991524,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,20.78063,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,25.638069,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,43.021049,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,52.14241,DHS 2018,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,12.72457,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,4.00376,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2016,40.39397,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2016,33.08228,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,58.44663,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Cameroon,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,49.7123,UIS,102.0,CMR,1666.932734,Sub-Saharan Africa,Lower middle income
Democratic Republic of the Congo,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,66.262306,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
Democratic Republic of the Congo,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,67.099716,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
Democratic Republic of the Congo,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,26.74103,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
Democratic Republic of the Congo,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,36.384041,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
Democratic Republic of the Congo,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,51.716011,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
Democratic Republic of the Congo,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,57.553799,MICS 2017-18,,COD,577.2092152,Sub-Saharan Africa,Low income
