,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
245,Dominican Republic,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2019.0,88.347214,MICS 2019
246,Dominican Republic,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2019.0,91.401787,MICS 2019
247,Dominican Republic,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2019.0,90.565987,MICS 2019
248,Algeria,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2020.0,96.471619,MICS 2019
249,Algeria,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2020.0,93.074371,MICS 2019
250,Algeria,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2020.0,87.733833,MICS 2019
251,Algeria,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2020.0,93.385323,MICS 2019
252,Algeria,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2020.0,96.337517,MICS 2019
253,Algeria,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2020.0,97.667519,MICS 2019
254,Algeria,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2020.0,98.906937,MICS 2019
255,Algeria,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2020.0,92.381554,MICS 2019
256,Algeria,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2020.0,95.936897,MICS 2019
257,Algeria,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2020.0,94.708633,MICS 2019
258,Ecuador,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2019.0,98.400002,GEPH-ENEMDU-DICIEMBRE - 2019
259,Ecuador,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2019.0,98.0,GEPH-ENEMDU-DICIEMBRE - 2019
260,Ecuador,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2019.0,97.5,GEPH-ENEMDU-DICIEMBRE - 2019
261,Ecuador,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2019.0,98.800003,GEPH-ENEMDU-DICIEMBRE - 2019
262,Ecuador,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2019.0,98.199997,GEPH-ENEMDU-DICIEMBRE - 2019
263,Egypt,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2014.0,91.557068,DHS 2014
264,Egypt,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2014.0,90.530273,DHS 2014
265,Egypt,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2014.0,87.301697,DHS 2014
266,Egypt,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2014.0,88.819183,DHS 2014
267,Egypt,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2014.0,91.344856,DHS 2014
268,Egypt,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2014.0,92.177567,DHS 2014
269,Egypt,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2014.0,97.339684,DHS 2014
270,Egypt,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2014.0,90.16452,DHS 2014
271,Egypt,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2014.0,92.58149,DHS 2014
272,Egypt,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2014.0,91.040314,DHS 2014
273,Ethiopia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2016.0,47.801689,DHS 2016
274,Ethiopia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2016.0,47.053791,DHS 2016
275,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2016.0,25.51828,DHS 2016
276,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2016.0,30.484261,DHS 2016
277,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2016.0,40.557018,DHS 2016
278,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2016.0,48.946529,DHS 2016
279,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2016.0,74.783203,DHS 2016
280,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2016.0,39.85725,DHS 2016
281,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2016.0,77.542603,DHS 2016
282,Ethiopia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2016.0,47.4454,DHS 2016
283,Gabon,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2012.0,74.703552,DHS 2012
284,Gabon,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2012.0,65.894753,DHS 2012
285,Gabon,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2012.0,32.904591,DHS 2012
286,Gabon,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2012.0,67.06813,DHS 2012
287,Gabon,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2012.0,74.880501,DHS 2012
288,Gabon,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2012.0,80.806557,DHS 2012
289,Gabon,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2012.0,90.511627,DHS 2012
290,Gabon,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2012.0,33.30455,DHS 2012
291,Gabon,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2012.0,76.240303,DHS 2012
292,Gabon,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2012.0,70.586723,DHS 2012
293,Georgia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2018.0,99.908241,MICS 2018
294,Georgia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2018.0,99.904556,MICS 2018
295,Georgia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2018.0,100.0,MICS 2018
296,Georgia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2018.0,100.0,MICS 2018
297,Georgia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2018.0,99.794388,MICS 2018
298,Georgia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2018.0,100.0,MICS 2018
299,Georgia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2018.0,99.7864,MICS 2018
300,Georgia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2018.0,99.986923,MICS 2018
301,Georgia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2018.0,99.852676,MICS 2018
302,Georgia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2018.0,99.900002,MICS 2018
303,Ghana,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2018.0,73.145287,MICS 2017-18
304,Ghana,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2018.0,68.88044,MICS 2017-18
305,Ghana,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2018.0,52.168629,MICS 2017-18
306,Ghana,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2018.0,65.158371,MICS 2017-18
307,Ghana,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2018.0,74.63858,MICS 2017-18
308,Ghana,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2018.0,80.707329,MICS 2017-18
309,Ghana,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2018.0,85.884789,MICS 2017-18
310,Ghana,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2018.0,64.890602,MICS 2017-18
311,Ghana,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2018.0,78.744102,MICS 2017-18
312,Ghana,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2018.0,70.957199,MICS 2017-18
313,Guinea,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2018.0,38.596241,DHS 2018
314,Guinea,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2018.0,51.783451,DHS 2018
315,Guinea,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2018.0,14.61543,DHS 2018
316,Guinea,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2018.0,28.41132,DHS 2018
317,Guinea,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2018.0,33.595341,DHS 2018
318,Guinea,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2018.0,55.450699,DHS 2018
319,Guinea,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2018.0,73.360184,DHS 2018
320,Guinea,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2018.0,27.22953,DHS 2018
321,Guinea,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2018.0,66.973038,DHS 2018
322,Guinea,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2018.0,44.649391,DHS 2018
323,Gambia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2013.0,60.073891,DHS 2013
324,Gambia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2013.0,64.274437,DHS 2013
325,Gambia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2013.0,49.490662,DHS 2013
326,Gambia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2013.0,53.73605,DHS 2013
327,Gambia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,2013.0,51.292912,DHS 2013
328,Gambia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,2013.0,66.809624,DHS 2013
329,Gambia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,2013.0,85.165009,DHS 2013
330,Gambia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,2013.0,45.837669,DHS 2013
331,Gambia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,2013.0,75.165939,DHS 2013
332,Gambia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,2013.0,62.08604,DHS 2013
333,Guinea-Bissau,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,2019.0,25.063,MICS 2018-19
334,Guinea-Bissau,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,2019.0,29.224979,MICS 2018-19
335,Guinea-Bissau,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,2019.0,9.8955812,MICS 2018-19
336,Guinea-Bissau,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,2019.0,14.18554,MICS 2018-19
