Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,Observation Status,DATA_SOURCE,Observation confidentaility,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,Time interval at which the source data are collected
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,99.868156,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,96.326469,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,98.97541,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,96.919548,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,98.471497,,DHS 2017,,,,,Not Known
Turkmenistan,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,100,,MICS 2019,,,,,
Turkmenistan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,100,,MICS 2019,,,,,
Timor-Leste,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,84.822144,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,76.861488,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,59.867001,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,71.368797,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,78.058823,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,90.01738,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,96.227753,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,75.500664,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,92.332718,,DHS 2016,,,,,Not Known
Timor-Leste,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,80.68618,,DHS 2016,,,,,Not Known
Tonga,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,98.64032,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,97.791397,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,96.910591,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,98.306374,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,98.488098,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,98.716858,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,98.685364,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,98.705132,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,96.482094,,MICS 2019,,,,,Not Known
Tonga,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,98.213547,,MICS 2019,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,96.5,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,93.599998,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,88.300003,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,93.800003,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,97.900002,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,96.599998,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,99.300003,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,90.5,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,97.199997,,MICS 2018,,,,,Not Known
Tunisia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,95,,MICS 2018,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,97.853722,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,99.025284,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,96.326813,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,98.044083,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,98.86731,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,99.55262,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,99.91217,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,96.494408,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,99.014503,,DHS style 2013,,,,,Not Known
Türkiye,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,98.4263,,DHS style 2013,,,,,Not Known
Tuvalu,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2020,98.494034,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2020,95.327217,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2020,100,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2020,98.648651,,MICS 2019-20,,,,,
Tuvalu,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2020,99.146782,,MICS 2019-20,,,,,
United Republic of Tanzania,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,83.5,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,75.199997,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,60.799999,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,68.300003,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,77.5,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,86.300003,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,94.400002,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,74.300003,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,89.199997,,DHS 2015-16,,,,,Not Known
United Republic of Tanzania,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,79.5,,DHS 2015-16,,,,,Not Known
Uganda,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2016,43.37463,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2016,39.017052,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2016,17.23793,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2016,25.28302,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2016,39.846111,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2016,52.352852,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2016,68.903343,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2016,35.854599,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2016,60.616138,,DHS 2016,,,,,Not Known
Uganda,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2016,41.188141,,DHS 2016,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2012,99.300003,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2012,99.900002,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2012,98.099998,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2012,99.900002,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2012,100,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2012,99.400002,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2012,99.699997,,MICS 2012,,,,,Not Known
Ukraine,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2012,99.599998,,MICS 2012,,,,,Not Known
East Asia and Pacific,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,96.374863,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,95.401977,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,85.312602,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,93.825499,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,95.243069,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,96.764566,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,98.30599,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,94.297297,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,97.473184,,UNICEF Global Database,,,,,
East Asia and Pacific,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,95.871518,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,98.689986,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,99.274108,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,98.024791,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,98.678679,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,99.217336,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,99.664568,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,99.551861,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,98.500978,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,99.222942,,UNICEF Global Database,,,,,
Eastern Europe and Central Asia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,98.977589,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,63.488192,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,60.806121,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,39.354833,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,48.246595,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,59.654716,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,70.212675,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,84.050544,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,52.495425,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,81.289726,,UNICEF Global Database,,,,,
Eastern and Southern Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,62.114317,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,94.672693,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,92.998181,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,84.697609,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,90.73969,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,93.524487,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,95.894618,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,97.541526,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,87.558438,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,95.765901,,UNICEF Global Database,,,,,
Latin America and Caribbean,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,93.806183,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,84.052824,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,86.123563,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,73.723348,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,81.226877,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,86.376127,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,89.858184,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,95.17633,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,80.977676,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,89.246891,,UNICEF Global Database,,,,,
Middle East and North Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,85.126117,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,83.700179,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,85.167566,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,70.459211,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,81.845689,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,86.998607,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,91.235728,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,95.968602,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,82.385955,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,88.835575,,UNICEF Global Database,,,,,
South Asia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,84.449403,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,61.754064,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,61.334899,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,33.961539,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,48.147402,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,60.61605,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,71.971632,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,85.0785,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,49.605088,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,80.503236,,UNICEF Global Database,,,,,
Sub-Saharan Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,61.520157,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,59.936121,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,61.881917,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,28.367498,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,48.044517,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,61.613167,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,73.796061,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,86.144718,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,45.921709,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,79.901013,,UNICEF Global Database,,,,,
West and Central Africa,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,60.901471,,UNICEF Global Database,,,,,
Least developed countries,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,58.352321,,UNICEF Global Database,,,,,
Least developed countries,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,58.437723,,UNICEF Global Database,,,,,
Least developed countries,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,58.369756,,UNICEF Global Database,,,,,
Uruguay,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,98.323517,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,96.375938,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,93.287392,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,99.629593,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,98.676407,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,95.252693,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,100,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,97.39917,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,97.389862,,MICS 2012-13,,,,,Not Known
Uruguay,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,97.390633,,MICS 2012-13,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,97,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,96.300003,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,90,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,98.400002,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,98.699997,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,98.800003,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,98.800003,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,95.900002,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,98.5,,MICS 2014,,,,,Not Known
Viet Nam,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,96.599998,,MICS 2014,,,,,Not Known
World,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2022,81.622461,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2022,82.005065,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2022,60.745193,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2022,71.830199,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2022,78.95217,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2022,85.219851,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2022,92.363568,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2022,74.310217,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2022,90.692828,,UNICEF Global Database,,,,,
World,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2022,81.803677,,UNICEF Global Database,,,,,
Samoa,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2020,99.214439,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2020,96.243637,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2020,96.716057,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2020,96.570396,,MICS 2019-20,,,,,
Samoa,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2020,99.380707,,MICS 2019-20,,,,,
